UTC_TIME,FUEL_USED_2,FUEL_USED_3,FUEL_USED_4,FW_GEO_ALTITUDE,VALUE_FOB,VALUE_FUEL_QTY_CT,VALUE_FUEL_QTY_FT1,VALUE_FUEL_QTY_FT2,VALUE_FUEL_QTY_FT3,VALUE_FUEL_QTY_FT4,VALUE_FUEL_QTY_LXT,VALUE_FUEL_QTY_RXT,FLIGHT_PHASE_COUNT,FUEL_USED_1,Flight,MSN,total_fuel_used,Fuel_On_board_tanks,FOB - total_fuel_used,fuel_used_per_minute_FOB_diff,fuel_used_per_minute_total_fuel_used_diff,cummalitive_fuel_used,initial_FOB,initial_FOB_calculated,fuel_used+FOB,diff_initial_FOB_fuel_used+FOB,predicted_FOB,diff_initial_FOB,alititude_diff,diff_FOB,Real_FOB-predicted_FOB,FAKE_LEAKAGE
10/29/2016 8:30,82.14067841,75.7095108,73.59848022,2475,24166,0,1810,2480,2421,1743,7901,7806,8,80.71299744,1772,F-RBAD,312.1616669,24161,23853.83833,10,0.497940064,1769485272,24976,24978,24478.16167,497.8383331,24663.83833,-2,37,10,-497.8383331,
10/29/2016 8:30,82.25317383,75.82000732,73.69763184,2515,24169,0,1809,2480,2428,1747,7897,7806,8,80.80781555,1772,F-RBAD,312.5786285,24167,23856.42137,3,0.41696167,1769485585,24976,24978,24481.57863,494.4213715,24663.42137,-2,40,3,-494.4213715,
10/29/2016 8:30,82.37787628,75.94470215,73.82489014,2551,24179,0,1808,2479,2434,1750,7896,7807,8,80.92945862,1772,F-RBAD,313.0769272,24174,23865.92307,10,0.498298645,1769485898,24976,24978,24492.07693,483.9230728,24662.92307,-2,36,10,-483.9230728,
10/29/2016 8:30,82.47550964,76.03910065,73.95027924,2592,24185,0,1807,2480,2439,1754,7895,7809,8,81.0515213,1772,F-RBAD,313.5164108,24184,23871.48359,6,0.439483643,1769486211,24976,24978,24498.51641,477.4835892,24662.48359,-2,41,6,-477.4835892,
10/29/2016 8:30,82.60205841,76.16203308,74.06221771,2632,24189,0,1806,2479,2444,1756,7894,7810,8,81.15995789,1772,F-RBAD,313.9862671,24189,23875.01373,4,0.469856262,1769486525,24976,24978,24502.98627,473.0137329,24662.01373,-2,40,4,-473.0137329,
10/29/2016 8:30,82.71337128,76.27121735,74.18795776,2669,24197,0,1806,2477,2448,1759,7895,7811,8,81.28225708,1772,F-RBAD,314.4548035,24196,23882.5452,8,0.468536377,1769486840,24976,24978,24511.4548,464.5451965,24661.5452,-2,37,8,-464.5451965,
10/29/2016 8:30,82.83986664,76.39414215,74.2857666,2710,24203,0,1804,2476,2454,1761,7894,7812,8,81.37690735,1772,F-RBAD,314.8966827,24201,23888.10332,6,0.441879272,1769487155,24976,24978,24517.89668,458.1033173,24661.10332,-2,41,6,-458.1033173,
10/29/2016 8:30,82.93776703,76.5032196,74.41142273,2747,24206,0,1802,2474,2459,1764,7893,7812,8,81.49906921,1772,F-RBAD,315.3514786,24204,23890.64852,3,0.454795837,1769487470,24976,24978,24521.35148,454.6485214,24660.64852,-2,37,3,-454.6485214,
10/29/2016 8:30,83.06410217,76.6260376,74.5231781,2787,24211,0,1801,2472,2464,1767,7892,7813,8,81.60745239,1772,F-RBAD,315.8207703,24209,23895.17923,5,0.469291687,1769487786,24976,24978,24526.82077,449.1792297,24660.17923,-2,40,5,-449.1792297,
10/29/2016 8:30,83.19107819,76.72144318,74.64862061,2827,24214,0,1800,2470,2470,1769,7891,7814,8,81.72953033,1772,F-RBAD,316.2906723,24214,23897.70933,3,0.469902038,1769488102,24976,24978,24530.29067,445.7093277,24659.70933,-2,40,3,-445.7093277,
10/29/2016 8:30,83.29682159,76.8381424,74.75534821,2864,24219,0,1799,2469,2474,1772,7888,7815,8,81.83393097,1772,F-RBAD,316.7242432,24217,23902.27576,5,0.433570862,1769488419,24976,24978,24535.72424,440.2757568,24659.27576,-2,37,5,-440.2757568,
10/29/2016 8:30,83.41884613,76.94221497,74.86224365,2896,24222,0,1798,2468,2477,1774,7886,7817,8,81.93617249,1772,F-RBAD,317.1594772,24220,23904.84052,3,0.43523407,1769488736,24976,24978,24539.15948,436.8405228,24658.84052,-2,32,3,-436.8405228,
10/29/2016 8:30,83.52729797,77.06166077,74.97127533,2931,24225,0,1798,2468,2480,1776,7885,7818,8,82.03937531,1772,F-RBAD,317.5996094,24225,23907.40039,3,0.440132141,1769489054,24976,24978,24542.59961,433.4003906,24658.40039,-2,35,3,-433.4003906,
10/29/2016 8:30,83.63440704,77.16693115,75.09310913,2961,24227,0,1796,2467,2483,1778,7884,7818,8,82.15562439,1772,F-RBAD,318.0500717,24226,23908.94993,2,0.450462341,1769489372,24976,24978,24545.05007,430.9499283,24657.94993,-2,30,2,-430.9499283,
10/29/2016 8:30,83.74258423,77.27220154,75.20133209,2987,24228,0,1795,2466,2486,1780,7884,7818,8,82.25867462,1772,F-RBAD,318.4747925,24229,23909.52521,1,0.424720764,1769489690,24976,24978,24546.47479,429.5252075,24657.52521,-2,26,1,-429.5252075,
10/29/2016 8:30,83.86493683,77.37765503,75.32309723,3012,24230,0,1794,2464,2488,1782,7884,7818,8,82.37471771,1772,F-RBAD,318.9404068,24230,23911.05959,2,0.465614319,1769490009,24976,24978,24548.94041,427.0595932,24657.05959,-2,25,2,-427.0595932,
10/29/2016 8:30,83.97202301,77.49674225,75.41829681,3033,24229,0,1793,2463,2491,1784,7883,7816,8,82.46469116,1772,F-RBAD,319.3517532,24230,23909.64825,-1,0.411346436,1769490328,24976,24978,24548.35175,427.6482468,24656.64825,-2,21,-1,-427.6482468,
10/29/2016 8:30,84.09276581,77.61538696,75.54013062,3054,24227,0,1792,2462,2493,1786,7881,7815,8,82.58061218,1772,F-RBAD,319.8288956,24229,23907.1711,-2,0.477142334,1769490648,24976,24978,24546.8289,429.1711044,24656.1711,-2,21,-2,-429.1711044,
10/29/2016 8:30,84.18875885,77.72081757,75.64846802,3073,24225,0,1791,2460,2495,1788,7879,7813,8,82.68388367,1772,F-RBAD,320.2419281,24226,23904.75807,-2,0.413032532,1769490968,24976,24978,24545.24193,430.7580719,24655.75807,-2,19,-2,-430.7580719,
10/29/2016 8:30,84.31064606,77.82661438,75.77038574,3090,24221,0,1790,2459,2497,1791,7876,7812,8,82.79956818,1772,F-RBAD,320.7072144,24225,23900.29279,-4,0.465286255,1769491289,24976,24978,24541.70721,434.2927856,24655.29279,-2,17,-4,-434.2927856,
10/29/2016 8:30,84.41777802,77.93218231,75.89281464,3106,24218,0,1789,2458,2497,1793,7874,7811,8,82.91555786,1772,F-RBAD,321.1583328,24222,23896.84167,-3,0.451118469,1769491610,24976,24978,24539.15833,436.8416672,24654.84167,-2,16,-3,-436.8416672,
10/29/2016 8:30,84.53946686,78.05101776,76.00139618,3121,24213,0,1789,2457,2497,1795,7871,7809,8,83.00537109,1772,F-RBAD,321.5972519,24218,23891.40275,-5,0.438919068,1769491932,24976,24978,24534.59725,441.4027481,24654.40275,-2,15,-5,-441.4027481,
10/29/2016 8:30,84.64787292,78.15618134,76.11011505,3137,24216,0,1788,2456,2498,1797,7869,7807,8,83.12095642,1772,F-RBAD,322.0351257,24215,23893.96487,3,0.43787384,1769492254,24976,24978,24538.03513,437.9648743,24653.96487,-2,16,3,-437.9648743,
10/29/2016 8:30,84.75559235,78.27507782,76.21846008,3149,24214,0,1788,2456,2501,1799,7868,7805,8,83.22412872,1772,F-RBAD,322.473259,24217,23891.52674,-2,0.43813324,1769492576,24976,24978,24536.47326,439.526741,24653.52674,-2,12,-2,-439.526741,
10/29/2016 8:30,84.86405182,78.36745453,76.3405304,3164,24214,0,1787,2455,2504,1801,7865,7803,8,83.33956146,1772,F-RBAD,322.9115982,24215,23891.0884,0,0.438339233,1769492899,24976,24978,24536.9116,439.0884018,24653.0884,-2,15,0,-439.0884018,
10/29/2016 8:30,84.98574829,78.48609161,76.44868469,3177,24211,0,1786,2454,2507,1803,7864,7800,8,83.44233704,1772,F-RBAD,323.3628616,24214,23887.63714,-3,0.451263428,1769493223,24976,24978,24534.36286,441.6371384,24652.63714,-2,13,-3,-441.6371384,
10/29/2016 8:30,85.10719299,78.59149933,76.57118225,3190,24212,0,1785,2453,2510,1806,7861,7798,8,83.54545593,1772,F-RBAD,323.8153305,24213,23888.18467,1,0.452468872,1769493547,24976,24978,24535.81533,440.1846695,24652.18467,-2,13,1,-440.1846695,
10/29/2016 8:30,85.21548462,78.71009827,76.66618347,3205,24209,0,1783,2453,2511,1808,7859,7797,8,83.64833832,1772,F-RBAD,324.2401047,24211,23884.7599,-3,0.42477417,1769493871,24976,24978,24533.2401,442.7598953,24651.7599,-2,15,-3,-442.7598953,
10/29/2016 8:30,85.32424164,78.81516266,76.78849792,3220,24202,0,1781,2451,2513,1810,7856,7795,8,83.76405334,1772,F-RBAD,324.6919556,24206,23877.30804,-7,0.451850891,1769494195,24976,24978,24526.69196,449.3080444,24651.30804,-2,15,-7,-449.3080444,
10/29/2016 8:31,85.43260956,78.920784,76.89720917,3232,24192,0,1779,2447,2515,1812,7851,7794,8,83.86691284,1772,F-RBAD,325.1175156,24198,23866.88248,-10,0.425559998,1769494521,24976,24978,24517.11752,458.8824844,24650.88248,-2,12,-10,-458.8824844,
10/29/2016 8:31,85.55439758,79.02637482,77.01999664,3244,24183,0,1777,2442,2516,1814,7845,7794,8,83.9830246,1772,F-RBAD,325.5837936,24188,23857.41621,-9,0.466278076,1769494846,24976,24978,24508.58379,467.4162064,24650.41621,-2,12,-9,-467.4162064,
10/29/2016 8:31,85.66300201,79.14498901,77.12886047,3257,24175,0,1774,2438,2520,1816,7837,7795,8,84.08628845,1772,F-RBAD,326.02314,24180,23848.97686,-8,0.439346313,1769495172,24976,24978,24501.02314,474.97686,24649.97686,-2,13,-8,-474.97686,
10/29/2016 8:31,85.78470612,79.2503891,77.23794556,3268,24170,0,1771,2434,2522,1819,7831,7796,8,84.18937683,1772,F-RBAD,326.4624176,24173,23843.53758,-5,0.439277649,1769495499,24976,24978,24496.46242,479.5375824,24649.53758,-2,11,-5,-479.5375824,
10/29/2016 8:31,85.91029358,79.40016937,77.37876892,3281,24160,0,1769,2431,2525,1821,7824,7797,8,84.32125854,1772,F-RBAD,327.0104904,24167,23832.98951,-10,0.548072815,1769495826,24976,24978,24487.01049,488.9895096,24648.98951,-2,13,-10,-488.9895096,
10/29/2016 8:31,86.11714172,79.55677795,77.58745575,3292,24148,0,1767,2428,2525,1823,7816,7798,8,84.51881409,1772,F-RBAD,327.7801895,24157,23820.21981,-12,0.769699097,1769496153,24976,24978,24475.78019,500.2198105,24648.21981,-2,11,-12,-500.2198105,
10/29/2016 8:31,86.33255005,79.79290771,77.80394745,3303,24133,0,1764,2425,2520,1826,7807,7799,8,84.72763824,1772,F-RBAD,328.6570435,24141,23804.34296,-15,0.876853943,1769496482,24976,24978,24461.65704,514.3429565,24647.34296,-2,11,-15,-514.3429565,
10/29/2016 8:31,86.56054688,80.02350616,78.03648376,3312,24130,0,1763,2421,2519,1828,7799,7801,8,84.94950104,1772,F-RBAD,329.5700378,24131,23800.42996,-3,0.912994385,1769496812,24976,24978,24459.57004,516.4299622,24646.42996,-2,9,-3,-516.4299622,
10/29/2016 8:31,86.74798584,80.21472931,78.20641327,3322,24132,0,1763,2418,2522,1830,7793,7806,8,85.11090088,1772,F-RBAD,330.2800293,24132,23801.71997,2,0.709991455,1769497142,24976,24978,24462.28003,513.7199707,24645.71997,-2,10,2,-513.7199707,
10/29/2016 8:31,86.96986389,80.47907257,78.46521759,3330,24134,0,1762,2417,2525,1833,7789,7807,8,85.36125183,1772,F-RBAD,331.2754059,24133,23802.72459,2,0.995376587,1769497473,24976,24978,24465.27541,510.7245941,24644.72459,-2,8,2,-510.7245941,
10/29/2016 8:31,87.27622986,80.75546265,78.83104706,3339,24142,0,1763,2418,2529,1834,7789,7807,8,85.71638489,1772,F-RBAD,332.5791245,24140,23809.42088,8,1.303718567,1769497806,24976,24978,24474.57912,501.4208755,24643.42088,-2,9,8,-501.4208755,
10/29/2016 8:31,87.73936462,81.22651672,79.26477814,3354,24145,0,1764,2421,2531,1836,7789,7806,8,86.1452179,1772,F-RBAD,334.3758774,24147,23810.62412,3,1.79675293,1769498140,24976,24978,24479.37588,496.6241226,24641.62412,-2,15,3,-496.6241226,
10/29/2016 8:31,88.28440094,81.78610229,79.90468597,3362,24146,0,1765,2424,2533,1837,7787,7801,8,86.77534485,1772,F-RBAD,336.7505341,24147,23809.24947,1,2.374656677,1769498477,24976,24978,24482.75053,493.2494659,24639.24947,-2,8,1,-493.2494659,
10/29/2016 8:31,88.94232178,82.45254517,80.41978455,3370,24156,0,1768,2428,2534,1839,7791,7795,8,87.28475952,1772,F-RBAD,339.099411,24155,23816.90059,10,2.348876953,1769498816,24976,24978,24495.09941,480.900589,24636.90059,-2,8,10,-480.900589,
10/29/2016 8:31,89.44754791,83.03030396,81.07454681,3378,24162,0,1768,2431,2533,1839,7798,7790,8,87.93218994,1772,F-RBAD,341.4845886,24159,23820.51541,6,2.385177612,1769499157,24976,24978,24503.48459,472.5154114,24634.51541,-2,8,6,-472.5154114,
10/29/2016 8:31,90.08686829,83.60205078,81.65219879,3391,24167,0,1769,2434,2531,1840,7806,7785,8,88.50119781,1772,F-RBAD,343.8423157,24165,23823.15768,5,2.357727051,1769499501,24976,24978,24510.84232,465.1576843,24632.15768,-2,13,5,-465.1576843,
10/29/2016 8:31,90.7228241,84.17098999,82.29575348,3406,24174,0,1769,2437,2529,1842,7815,7780,8,89.13963318,1772,F-RBAD,346.3292007,24172,23827.6708,7,2.486885071,1769499848,24976,24978,24520.3292,455.6707993,24629.6708,-2,15,7,-455.6707993,
10/29/2016 8:31,91.28422546,84.81155396,82.86704254,3423,24177,0,1769,2439,2528,1844,7821,7776,8,89.7049408,1772,F-RBAD,348.6677628,24177,23828.33224,3,2.338562012,1769500196,24976,24978,24525.66776,450.3322372,24627.33224,-2,17,3,-450.3322372,
10/29/2016 8:31,91.91976929,85.38010406,83.4352417,3441,24177,0,1769,2440,2528,1845,7824,7773,8,90.26699829,1772,F-RBAD,351.0021133,24179,23825.99789,0,2.334350586,1769500547,24976,24978,24528.00211,447.9978867,24624.99789,-2,18,0,-447.9978867,
10/29/2016 8:31,92.41297913,86.01766968,84.00569916,3459,24184,0,1769,2440,2528,1847,7827,7770,8,90.82861328,1772,F-RBAD,353.2649612,24181,23830.73504,7,2.2628479,1769500901,24976,24978,24537.26496,438.7350388,24622.73504,-2,18,7,-438.7350388,
10/29/2016 8:31,93.04476929,86.51251221,84.64557648,3479,24189,0,1768,2442,2531,1848,7831,7769,8,91.46121979,1772,F-RBAD,355.6640778,24189,23833.33592,5,2.399116516,1769501256,24976,24978,24544.66408,431.3359222,24620.33592,-2,20,5,-431.3359222,
10/29/2016 8:31,93.60427094,87.14572906,85.21282959,3496,24195,0,1768,2443,2532,1849,7834,7767,8,92.02031708,1772,F-RBAD,357.9831467,24193,23837.01685,6,2.319068909,1769501614,24976,24978,24552.98315,423.0168533,24618.01685,-2,17,6,-423.0168533,
10/29/2016 8:31,94.23529053,87.70895386,85.84874725,3514,24200,0,1768,2446,2534,1850,7837,7764,8,92.65126801,1772,F-RBAD,360.4442596,24199,23839.55574,5,2.461112976,1769501975,24976,24978,24560.44426,415.5557404,24615.55574,-2,18,5,-415.5557404,
10/29/2016 8:31,94.79290771,88.3423996,86.34123993,3533,24200,0,1768,2449,2536,1852,7837,7761,8,93.14063263,1772,F-RBAD,362.6171799,24203,23837.38282,0,2.172920227,1769502337,24976,24978,24562.61718,413.3828201,24613.38282,-2,19,0,-413.3828201,
10/29/2016 8:31,95.42152405,88.97087097,86.97624969,3548,24206,0,1768,2451,2538,1853,7838,7757,8,93.76643372,1772,F-RBAD,365.1350784,24205,23840.86492,6,2.51789856,1769502702,24976,24978,24571.13508,404.8649216,24610.86492,-2,15,6,-404.8649216,
10/29/2016 8:31,95.90989685,89.53176117,87.53952789,3565,24207,0,1768,2454,2540,1854,7840,7753,8,94.32377625,1772,F-RBAD,367.3049622,24209,23839.69504,1,2.169883728,1769503070,24976,24978,24574.30496,401.6950378,24608.69504,-2,17,1,-401.6950378,
10/29/2016 8:31,96.53612518,90.09021759,88.17472839,3581,24208,0,1767,2457,2541,1856,7840,7748,8,94.9469986,1772,F-RBAD,369.7480698,24209,23838.25193,1,2.443107605,1769503439,24976,24978,24577.74807,398.2519302,24606.25193,-2,16,1,-398.2519302,
10/29/2016 8:31,97.09235382,90.64952087,88.80750275,3600,24207,0,1767,2460,2543,1857,7840,7743,8,95.57145691,1772,F-RBAD,372.1208344,24210,23834.87917,-1,2.372764587,1769503812,24976,24978,24579.12083,396.8791656,24603.87917,-2,19,-1,-396.8791656,
10/29/2016 8:31,97.7206192,91.28204346,89.29768372,3620,24209,0,1767,2463,2545,1859,7840,7737,8,96.05890656,1772,F-RBAD,374.3592529,24211,23834.64075,2,2.238418579,1769504186,24976,24978,24583.35925,392.6407471,24601.64075,-2,20,2,-392.6407471,
10/29/2016 8:31,98.27346802,91.84288788,89.92736816,3645,24206,0,1767,2466,2546,1860,7839,7732,8,96.67939758,1772,F-RBAD,376.7231216,24210,23829.27688,-3,2.363868713,1769504563,24976,24978,24582.72312,393.2768784,24599.27688,-2,25,-3,-393.2768784,
10/29/2016 8:31,98.82905579,92.47087097,90.48944092,3668,24202,0,1767,2469,2545,1862,7837,7725,8,97.23661804,1772,F-RBAD,379.0259857,24205,23822.97401,-4,2.302864075,1769504942,24976,24978,24581.02599,394.9740143,24596.97401,-2,23,-4,-394.9740143,
10/29/2016 8:31,99.38152313,92.95985413,91.12031555,3698,24199,0,1768,2472,2545,1863,7835,7719,8,97.86087036,1772,F-RBAD,381.3225632,24202,23817.67744,-3,2.296577454,1769505323,24976,24978,24580.32256,395.6774368,24594.67744,-2,30,-3,-395.6774368,
10/29/2016 8:31,100.0018005,93.58778381,91.6806488,3726,24197,0,1768,2475,2547,1864,7833,7714,8,98.41442108,1772,F-RBAD,383.6846542,24201,23813.31535,-2,2.362091064,1769505707,24976,24978,24580.68465,395.3153458,24592.31535,-2,28,-2,-395.3153458,
10/29/2016 8:31,100.6232986,94.14633179,92.241745,3759,24191,0,1767,2477,2544,1865,7830,7710,8,98.96984863,1772,F-RBAD,385.9812241,24193,23805.01878,-6,2.296569824,1769506093,24976,24978,24576.98122,399.0187759,24590.01878,-2,33,-6,-399.0187759,
10/29/2016 8:31,101.1780472,94.77045441,92.80336761,3795,24185,0,1767,2480,2542,1866,7828,7707,8,99.52176666,1772,F-RBAD,388.2736359,24190,23796.72636,-6,2.292411804,1769506481,24976,24978,24573.27364,402.7263641,24587.72636,-2,36,-6,-402.7263641,
10/29/2016 8:31,101.7297821,95.32757568,93.43379211,3830,24181,0,1767,2482,2539,1867,7825,7704,8,100.1415787,1772,F-RBAD,390.6327286,24184,23790.36727,-4,2.359092712,1769506872,24976,24978,24571.63273,404.3672714,24585.36727,-2,35,-4,-404.3672714,
10/29/2016 8:31,102.2830048,95.88318634,93.99411774,3869,24175,0,1766,2485,2535,1868,7822,7701,8,100.6906891,1772,F-RBAD,392.8509979,24177,23782.149,-6,2.218269349,1769507264,24976,24978,24567.851,408.1490021,24583.149,-2,39,-6,-408.1490021,
10/29/2016 8:31,102.9046173,96.43996429,94.62329865,3909,24173,0,1766,2489,2536,1869,7819,7698,8,101.3118057,1772,F-RBAD,395.279686,24177,23777.72031,-2,2.428688049,1769507660,24976,24978,24568.27969,407.720314,24580.72031,-2,40,-2,-407.720314,
10/29/2016 8:31,103.4555664,97.06523132,95.18224335,3950,24175,0,1766,2491,2538,1869,7817,7695,8,101.7927322,1772,F-RBAD,397.4957733,24176,23777.50423,2,2.216087341,1769508057,24976,24978,24572.49577,403.5042267,24578.50423,-2,41,2,-403.5042267,
10/29/2016 8:31,104.0721359,97.62199402,95.74028015,3989,24174,0,1766,2494,2541,1870,7815,7691,8,102.4125824,1772,F-RBAD,399.8469925,24177,23774.15301,-1,2.351219177,1769508457,24976,24978,24573.84699,402.1530075,24576.15301,-2,39,-1,-402.1530075,
10/29/2016 8:31,104.5533295,98.24771118,96.30108643,4032,24173,0,1766,2497,2542,1871,7813,7687,8,102.9619904,1772,F-RBAD,402.0641174,24176,23770.93588,-1,2.217124939,1769508859,24976,24978,24575.06412,400.9358826,24573.93588,-2,43,-1,-400.9358826,
10/29/2016 8:31,105.1708908,98.73413849,96.92917633,4073,24175,0,1765,2499,2545,1872,7812,7683,8,103.5812912,1772,F-RBAD,404.4154968,24176,23770.5845,2,2.351379395,1769509264,24976,24978,24579.4155,396.5845032,24571.5845,-2,41,2,-396.5845032,
10/29/2016 8:31,105.7186279,99.35652924,97.48635864,4118,24172,0,1765,2501,2548,1873,7810,7678,8,104.1316223,1772,F-RBAD,406.6931381,24175,23765.30686,-3,2.277641296,1769509670,24976,24978,24578.69314,397.3068619,24569.30686,-2,45,-3,-397.3068619,
10/29/2016 8:31,106.3367004,99.98075867,98.11257172,4164,24171,0,1764,2503,2551,1874,7808,7673,8,104.6809616,1772,F-RBAD,409.1109924,24173,23761.88901,-1,2.417854309,1769510079,24976,24978,24580.11099,395.8890076,24566.88901,-2,46,-1,-395.8890076,
